Function	Provider	MEASURE	Measure	LOCATION	Country	Year	Unit Code	Unit	Value
Preventive care	All providers	PARPIB	Share of gross domestic product	BEL	Belgium	2014	PC	Percentage	0.201
Preventive care	All providers	PARPIB	Share of gross domestic product	BEL	Belgium	2015	PC	Percentage	0.193
Preventive care	All providers	PARPIB	Share of gross domestic product	BEL	Belgium	2016	PC	Percentage	0.233
Preventive care	All providers	PARPIB	Share of gross domestic product	BEL	Belgium	2017	PC	Percentage	0.224
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	SVN	Slovenia	2010	PC	Percentage	1.363
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	SVN	Slovenia	2011	PC	Percentage	1.392
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	SVN	Slovenia	2012	PC	Percentage	1.449
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	SVN	Slovenia	2013	PC	Percentage	1.481
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	SVN	Slovenia	2014	PC	Percentage	1.531
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	SVN	Slovenia	2015	PC	Percentage	1.694
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	SVN	Slovenia	2016	PC	Percentage	1.713
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	SVN	Slovenia	2017	PC	Percentage	1.583
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	BEL	Belgium	2010	PC	Percentage	0.621
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	BEL	Belgium	2011	PC	Percentage	0.61
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	BEL	Belgium	2012	PC	Percentage	0.575
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	BEL	Belgium	2013	PC	Percentage	0.607
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	BEL	Belgium	2014	PC	Percentage	0.573
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	BEL	Belgium	2015	PC	Percentage	0.576
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	BEL	Belgium	2016	PC	Percentage	0.568
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	BEL	Belgium	2017	PC	Percentage	0.553
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	BEL	Belgium	2010	PC	Percentage	0.518
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	BEL	Belgium	2011	PC	Percentage	0.501
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	BEL	Belgium	2012	PC	Percentage	0.544
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	BEL	Belgium	2013	PC	Percentage	0.522
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	BEL	Belgium	2014	PC	Percentage	0.512
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	BEL	Belgium	2015	PC	Percentage	0.513
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	BEL	Belgium	2016	PC	Percentage	0.51
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	BEL	Belgium	2017	PC	Percentage	0.502
Governance and health system and financing administration	All providers	PARPIB	Share of gross domestic product	SVN	Slovenia	2010	PC	Percentage	0.116
Governance and health system and financing administration	All providers	PARPIB	Share of gross domestic product	SVN	Slovenia	2011	PC	Percentage	0.131
Governance and health system and financing administration	All providers	PARPIB	Share of gross domestic product	SVN	Slovenia	2012	PC	Percentage	0.165
Governance and health system and financing administration	All providers	PARPIB	Share of gross domestic product	SVN	Slovenia	2013	PC	Percentage	0.176
Governance and health system and financing administration	All providers	PARPIB	Share of gross domestic product	SVN	Slovenia	2014	PC	Percentage	0.184
Governance and health system and financing administration	All providers	PARPIB	Share of gross domestic product	SVN	Slovenia	2015	PC	Percentage	0.154
Governance and health system and financing administration	All providers	PARPIB	Share of gross domestic product	SVN	Slovenia	2016	PC	Percentage	0.11
Governance and health system and financing administration	All providers	PARPIB	Share of gross domestic product	SVN	Slovenia	2017	PC	Percentage	0.118
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	SVN	Slovenia	2010	PC	Percentage	1.198
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	SVN	Slovenia	2011	PC	Percentage	1.233
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	SVN	Slovenia	2012	PC	Percentage	1.365
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	SVN	Slovenia	2013	PC	Percentage	1.422
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	SVN	Slovenia	2014	PC	Percentage	1.353
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	SVN	Slovenia	2015	PC	Percentage	1.339
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	SVN	Slovenia	2016	PC	Percentage	1.299
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	SVN	Slovenia	2017	PC	Percentage	1.267
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	SVN	Slovenia	2018	PC	Percentage	1.194
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	SVN	Slovenia	2010	PC	Percentage	0.226
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	SVN	Slovenia	2011	PC	Percentage	0.232
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	SVN	Slovenia	2012	PC	Percentage	0.252
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	SVN	Slovenia	2013	PC	Percentage	0.281
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	SVN	Slovenia	2014	PC	Percentage	0.265
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	SVN	Slovenia	2015	PC	Percentage	0.271
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	SVN	Slovenia	2016	PC	Percentage	0.271
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	SVN	Slovenia	2017	PC	Percentage	0.269
Other health care services unknown	All providers	PARPIB	Share of gross domestic product	CZE	Czech Republic	2010	PC	Percentage	0.086
Other health care services unknown	All providers	PARPIB	Share of gross domestic product	CZE	Czech Republic	2011	PC	Percentage	0.058
Other health care services unknown	All providers	PARPIB	Share of gross domestic product	CZE	Czech Republic	2012	PC	Percentage	0.045
Other health care services unknown	All providers	PARPIB	Share of gross domestic product	CZE	Czech Republic	2013	PC	Percentage	0.197
Other health care services unknown	All providers	PARPIB	Share of gross domestic product	CZE	Czech Republic	2014	PC	Percentage	0.207
Other health care services unknown	All providers	PARPIB	Share of gross domestic product	CZE	Czech Republic	2015	PC	Percentage	0.195
Other health care services unknown	All providers	PARPIB	Share of gross domestic product	CZE	Czech Republic	2016	PC	Percentage	0.202
Other health care services unknown	All providers	PARPIB	Share of gross domestic product	CZE	Czech Republic	2017	PC	Percentage	0.204
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	MEX	Mexico	2010	PC	Percentage	1.961
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	MEX	Mexico	2011	PC	Percentage	1.698
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	MEX	Mexico	2012	PC	Percentage	1.773
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	MEX	Mexico	2013	PC	Percentage	1.723
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	MEX	Mexico	2014	PC	Percentage	1.608
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	MEX	Mexico	2015	PC	Percentage	1.67
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	MEX	Mexico	2016	PC	Percentage	1.431
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	MEX	Mexico	2017	PC	Percentage	1.433
Preventive care	All providers	PARPIB	Share of gross domestic product	SVN	Slovenia	2010	PC	Percentage	0.078
Preventive care	All providers	PARPIB	Share of gross domestic product	SVN	Slovenia	2011	PC	Percentage	0.089
Preventive care	All providers	PARPIB	Share of gross domestic product	SVN	Slovenia	2012	PC	Percentage	0.091
Preventive care	All providers	PARPIB	Share of gross domestic product	SVN	Slovenia	2013	PC	Percentage	0.1
Preventive care	All providers	PARPIB	Share of gross domestic product	SVN	Slovenia	2014	PC	Percentage	0.096
Preventive care	All providers	PARPIB	Share of gross domestic product	SVN	Slovenia	2015	PC	Percentage	0.102
Preventive care	All providers	PARPIB	Share of gross domestic product	SVN	Slovenia	2016	PC	Percentage	0.101
Preventive care	All providers	PARPIB	Share of gross domestic product	SVN	Slovenia	2017	PC	Percentage	0.094
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	SVN	Slovenia	2010	PC	Percentage	2.006
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	SVN	Slovenia	2011	PC	Percentage	1.981
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	SVN	Slovenia	2012	PC	Percentage	2.058
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	SVN	Slovenia	2013	PC	Percentage	2.058
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	SVN	Slovenia	2014	PC	Percentage	1.925
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	SVN	Slovenia	2015	PC	Percentage	1.903
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	SVN	Slovenia	2016	PC	Percentage	1.905
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	SVN	Slovenia	2017	PC	Percentage	1.843
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	BEL	Belgium	2010	PC	Percentage	1.771
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	BEL	Belgium	2011	PC	Percentage	1.842
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	BEL	Belgium	2012	PC	Percentage	1.917
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	BEL	Belgium	2013	PC	Percentage	1.923
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	BEL	Belgium	2014	PC	Percentage	2.009
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	BEL	Belgium	2015	PC	Percentage	1.971
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	BEL	Belgium	2016	PC	Percentage	1.969
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	BEL	Belgium	2017	PC	Percentage	1.949
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	BEL	Belgium	2010	PC	Percentage	0.04
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	BEL	Belgium	2011	PC	Percentage	0.038
