"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","DEU","Germany","2017","2017",8,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DEU","Germany","2000","2000",6.81,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DEU","Germany","2001","2001",6.71,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DEU","Germany","2002","2002",6.63,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DEU","Germany","2003","2003",6.57,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DEU","Germany","2004","2004",6.44,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DEU","Germany","2005","2005",6.35,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DEU","Germany","2006","2006",6.2,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DEU","Germany","2007","2007",6.16,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DEU","Germany","2008","2008",6.13,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DEU","Germany","2009","2009",6.15,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DEU","Germany","2010","2010",6.15,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DEU","Germany","2011","2011",6.25,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DEU","Germany","2012","2012",6.24,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DEU","Germany","2013","2013",6.21,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DEU","Germany","2014","2014",6.18,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DEU","Germany","2015","2015",6.11,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DEU","Germany","2016","2016",6.06,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DEU","Germany","2017","2017",6.02,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","DEU","Germany","2000","2000",0,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","DEU","Germany","2001","2001",0,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","DEU","Germany","2002","2002",0,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","DEU","Germany","2003","2003",0,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","DEU","Germany","2004","2004",0,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","DEU","Germany","2005","2005",0,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","DEU","Germany","2006","2006",0,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","DEU","Germany","2007","2007",0,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","DEU","Germany","2008","2008",0,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","DEU","Germany","2009","2009",0,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","DEU","Germany","2010","2010",0,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","DEU","Germany","2011","2011",0,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","DEU","Germany","2012","2012",0,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","DEU","Germany","2013","2013",0,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","DEU","Germany","2014","2014",0,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","DEU","Germany","2015","2015",0,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","DEU","Germany","2016","2016",0,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","DEU","Germany","2017","2017",0,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","DEU","Germany","2000","2000",0,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","DEU","Germany","2001","2001",0,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","DEU","Germany","2002","2002",0,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","DEU","Germany","2003","2003",0,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","DEU","Germany","2004","2004",0,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","DEU","Germany","2005","2005",0,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","DEU","Germany","2006","2006",0,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","DEU","Germany","2007","2007",0,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","DEU","Germany","2008","2008",0,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","DEU","Germany","2009","2009",0,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","DEU","Germany","2010","2010",0,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","DEU","Germany","2011","2011",0,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","DEU","Germany","2012","2012",0,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","DEU","Germany","2013","2013",0,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","DEU","Germany","2014","2014",0,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","DEU","Germany","2015","2015",0,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","DEU","Germany","2016","2016",0,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","DEU","Germany","2017","2017",0,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","GRC","Greece","2000","2000",4.77,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","GRC","Greece","2001","2001",4.81,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","GRC","Greece","2002","2002",4.75,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","GRC","Greece","2003","2003",4.74,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","GRC","Greece","2004","2004",4.73,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","GRC","Greece","2005","2005",4.78,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","GRC","Greece","2006","2006",4.87,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","GRC","Greece","2007","2007",4.88,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","GRC","Greece","2008","2008",4.84,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","GRC","Greece","2009","2009",4.93,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","GRC","Greece","2010","2010",4.48,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","GRC","Greece","2011","2011",4.47,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","GRC","Greece","2012","2012",4.45,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","GRC","Greece","2013","2013",4.24,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","GRC","Greece","2014","2014",4.24,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","GRC","Greece","2015","2015",4.25,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","GRC","Greece","2016","2016",4.2,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","GRC","Greece","2017","2017",4.21,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","GRC","Greece","2000","2000",3.78,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","GRC","Greece","2001","2001",3.87,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","GRC","Greece","2002","2002",3.82,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","GRC","Greece","2003","2003",3.85,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","GRC","Greece","2004","2004",3.83,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","GRC","Greece","2005","2005",3.9,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","GRC","Greece","2006","2006",3.99,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","GRC","Greece","2007","2007",4,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","GRC","Greece","2008","2008",4.01,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","GRC","Greece","2009","2009",4.12,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","GRC","Greece","2010","2010",3.66,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","GRC","Greece","2011","2011",3.67,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","GRC","Greece","2012","2012",3.66,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","GRC","Greece","2013","2013",3.52,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","GRC","Greece","2014","2014",3.5,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","GRC","Greece","2015","2015",3.6,"B","Break"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","GRC","Greece","2016","2016",3.57,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","GRC","Greece","2017","2017",3.6,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","GRC","Greece","2015","2015",0.61,"B","Break"
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","GRC","Greece","2016","2016",0.6,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","GRC","Greece","2017","2017",0.57,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","GRC","Greece","2000","2000",0.98,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","GRC","Greece","2001","2001",0.94,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","GRC","Greece","2002","2002",0.93,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","GRC","Greece","2003","2003",0.89,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","GRC","Greece","2004","2004",0.9,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","GRC","Greece","2005","2005",0.88,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","GRC","Greece","2006","2006",0.88,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","GRC","Greece","2007","2007",0.87,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","GRC","Greece","2008","2008",0.83,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","GRC","Greece","2009","2009",0.81,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","GRC","Greece","2010","2010",0.78,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","GRC","Greece","2011","2011",0.76,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","GRC","Greece","2012","2012",0.77,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","GRC","Greece","2013","2013",0.7,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","GRC","Greece","2014","2014",0.72,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","GRC","Greece","2015","2015",0,"B","Break"
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","GRC","Greece","2016","2016",0,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","GRC","Greece","2017","2017",0,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2000","2000",8.16,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2001","2001",7.92,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2002","2002",7.91,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2003","2003",7.9,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2004","2004",7.89,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2005","2005",7.91,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2006","2006",7.98,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2007","2007",7.19,"B","Break"
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2008","2008",7.11,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2009","2009",7.14,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2010","2010",7.18,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2011","2011",7.19,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2012","2012",7,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2013","2013",7.04,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2014","2014",6.98,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2015","2015",6.99,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2016","2016",7,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2017","2017",7.02,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2000","2000",6.19,"E","Estimated value"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2001","2001",6.01,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2002","2002",5.98,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2003","2003",5.96,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2004","2004",5.93,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2005","2005",5.94,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2006","2006",5.94,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2007","2007",4.47,"B","Break"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2008","2008",4.43,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2009","2009",4.44,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2010","2010",4.45,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2011","2011",4.46,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2012","2012",4.29,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2013","2013",4.3,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2014","2014",4.28,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2015","2015",4.26,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2016","2016",4.28,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2017","2017",4.27,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2000","2000",0.75,"E","Estimated value"
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2001","2001",0.73,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2002","2002",0.72,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2003","2003",0.72,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2004","2004",0.73,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2005","2005",0.75,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2006","2006",0.78,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2007","2007",1.12,"B","Break"
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2008","2008",1.12,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2009","2009",1.12,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2010","2010",1.14,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2011","2011",1.13,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2012","2012",1.16,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2013","2013",1.22,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2014","2014",1.22,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2015","2015",1.24,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2016","2016",1.22,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2017","2017",1.22,,
